state,district,latitude,longitude,year,season,temperature,soil_type,pH,seasonal_rainfall,rice_area,rice_production,rice_yield,wheat_area,wheat_production,wheat_yield,maize_area,maize_production,maize_yield
Karnataka,MYSORE,12.3051828,76.6553609,2004,Kharif     ,23.02,Red,6.01,672.33,99284,312198.54,3.14450002,0.408367973,0.408367973,1,14851,50799,3.420577739
Karnataka,MYSORE,12.3051828,76.6553609,2004,Rabi       ,23.76,Red,6.01,39.8,48,162,3.375,3.704601156,3.704601156,1,2861,8616,3.011534429
Karnataka,MYSORE,12.3051828,76.6553609,2004,Summer     ,25.83,Red,6.01,296.2,19148,84113,4.392782536,4.239471174,4.239471174,1,506,1548,3.059288538
Karnataka,MYSORE,12.3051828,76.6553609,2005,Kharif     ,23.47,Red,6.01,894.78,99671,294884,2.958573707,0.583516556,0.583516556,1,19445,77852,4.003702751
Karnataka,MYSORE,12.3051828,76.6553609,2005,Rabi       ,23.53,Red,6.01,115.71,35,78,2.228571429,4.691305681,4.691305681,1,1545,5173,3.348220065
Karnataka,MYSORE,12.3051828,76.6553609,2005,Summer     ,26.77,Red,6.01,194.45,21147,64086,3.03050078,3.818143881,3.818143881,1,516,1716,3.325581395
Karnataka,MYSORE,12.3051828,76.6553609,2006,Kharif     ,23.83,Red,6.01,497.63,100912,276379,2.738812034,0.332977932,0.332977932,1,23868,94829,3.973060164
Karnataka,MYSORE,12.3051828,76.6553609,2006,Rabi       ,22.61,Red,6.01,145.97,202,465,2.301980198,4.920475671,4.920475671,1,2462,7439,3.021527214
Karnataka,MYSORE,12.3051828,76.6553609,2006,Summer     ,26.97,Red,6.01,176.83,13280,40624,3.059036145,3.125885982,3.125885982,1,374,1198,3.203208556
Karnataka,MYSORE,12.3051828,76.6553609,2007,Kharif     ,23.24,Red,6.01,840.24,105745,315901,2.987384746,0.539834103,0.539834103,1,25387,87986,3.465789577
Karnataka,MYSORE,12.3051828,76.6553609,2007,Rabi       ,23.37,Red,6.01,80.42,200,435,2.175,3.412184227,3.412184227,1,3105,8409,2.70821256
Karnataka,MYSORE,12.3051828,76.6553609,2007,Summer     ,26.67,Red,6.01,196.18,16841,53740,3.191021911,4.517510166,4.517510166,1,203,655,3.226600985
Karnataka,MYSORE,12.3051828,76.6553609,2008,Kharif     ,23.27,Red,6.01,771.21,110591,327791.72,2.963999964,0.522488232,0.522488232,1,22771,83658,3.673883448
Karnataka,MYSORE,12.3051828,76.6553609,2008,Rabi       ,22.33,Red,6.01,210.59,,,,3.944791641,3.944791641,1,3323,8461,2.546193199
Karnataka,MYSORE,12.3051828,76.6553609,2008,Summer     ,26.14,Red,6.01,120.41,13212,37629,2.848092643,3.261481543,3.261481543,1,322,1013,3.145962733
Karnataka,MYSORE,12.3051828,76.6553609,2009,Kharif     ,23.43,Red,6.01,609.7,110196,341277.01,3.096999982,0.537907097,0.537907097,1,26496,85131,3.212975543
Karnataka,MYSORE,12.3051828,76.6553609,2009,Rabi       ,23.77,Red,6.01,116.08,,,,3.682020028,3.682020028,1,2643,6463,2.44532728
Karnataka,MYSORE,12.3051828,76.6553609,2009,Summer     ,26.84,Red,6.01,165.55,13454,40747,3.028616025,3.569632625,3.569632625,1,252,906,3.595238095
Karnataka,MYSORE,12.3051828,76.6553609,2010,Kharif     ,23.41,Red,6.01,694.81,106382,337247,3.170150965,0.404006473,0.404006473,1,25928,106277,4.0989278
Karnataka,MYSORE,12.3051828,76.6553609,2010,Rabi       ,24.24,Red,6.01,173.83,,,,3.844206979,3.844206979,1,4292,10860,2.53028891
Karnataka,MYSORE,12.3051828,76.6553609,2010,Summer     ,26.5,Red,6.01,222.13,18712,56724,3.031423685,4.439325321,4.439325321,1,205,697,3.4
Karnataka,MYSORE,12.3051828,76.6553609,2011,Kharif     ,23.59,Red,6.01,501.18,107820,349693,3.243303654,0.254879123,0.254879123,1,28414,77629,2.732068699
Karnataka,MYSORE,12.3051828,76.6553609,2011,Rabi       ,23.3,Red,6.01,76.11,4,9,2.25,3.84565517,3.84565517,1,4602,13516,2.93698392
Karnataka,MYSORE,12.3051828,76.6553609,2011,Summer     ,26.47,Red,6.01,187.47,13180,45113,3.422837633,4.940084347,4.940084347,1,186,634,3.408602151
Karnataka,MYSORE,12.3051828,76.6553609,2012,Kharif     ,24.11,Red,6.01,430.12,87894,276550,3.146403623,0.214425084,0.214425084,1,33510,61982,1.849656819
Karnataka,MYSORE,12.3051828,76.6553609,2012,Rabi       ,24.63,Red,6.01,45.63,240,579,2.4125,3.897612,3.897612,1,6454,19810,3.069414317
Karnataka,MYSORE,12.3051828,76.6553609,2012,Summer     ,27.04,Red,6.01,114.64,901,2709,3.006659267,4.385276719,4.385276719,1,114,392,3.438596491
Karnataka,MYSORE,12.3051828,76.6553609,2013,Kharif     ,23.09,Red,6.01,722.01,91737,311039,3.39055125,0.555084435,0.555084435,1,30416,92060,3.026696476
Karnataka,MYSORE,12.3051828,76.6553609,2013,Rabi       ,24.17,Red,6.01,90.17,50,125,2.5,4.225086945,4.225086945,1,4167,12874,3.089512839
Karnataka,MYSORE,12.3051828,76.6553609,2013,Summer     ,26.99,Red,6.01,158.91,10661,39236,3.680330175,4.778762251,4.778762251,1,880,2855,3.244318182
Karnataka,MYSORE,12.3051828,76.6553609,2014,Kharif     ,23.64,Red,6.01,702.49,94359,319929,3.390550981,0.289076408,0.289076408,1,30195,101259,3.353502235
Karnataka,MYSORE,12.3051828,76.6553609,2014,Rabi       ,24,Red,6.01,37.16,,,,3.646742647,3.646742647,1,6266,22704,3.623364188
Karnataka,MYSORE,12.3051828,76.6553609,2014,Summer     ,27.33,Red,6.01,174.03,8864,30349,3.423849278,5.061117457,5.061117457,1,238,776,3.260504202
Karnataka,RAICHUR,16.0547194,76.9003647,1997,Kharif     ,26.96,Black,7.64,409.88,92636,287526,3.103825726,386.0633678,186.5952498,0.483328037,9911,34724,3.503581879
Karnataka,RAICHUR,16.0547194,76.9003647,1997,Rabi       ,25.42,Black,7.64,125.26,,,,18598,3725,0.200290354,336,658,1.958333333
Karnataka,RAICHUR,16.0547194,76.9003647,1997,Summer     ,30.5,Black,7.64,75.8,79540,190102,2.390017601,2882.35682,1393.123865,0.483328037,339,734,2.16519174
Karnataka,RAICHUR,16.0547194,76.9003647,1998,Kharif     ,26.62,Black,7.64,707.32,66264,225260,3.399432573,271.7222765,131.3309946,0.483328037,216,741,3.430555556
Karnataka,RAICHUR,16.0547194,76.9003647,1998,Rabi       ,25.15,Black,7.64,19.93,,,,4158,1772,0.426166426,,,
Karnataka,RAICHUR,16.0547194,76.9003647,1998,Summer     ,32.61,Black,7.64,54.44,51083,170193,3.331695476,2703.718931,1306.783164,0.483328037,33,75,2.272727273
Karnataka,RAICHUR,16.0547194,76.9003647,1999,Kharif     ,26.8,Black,7.64,389.4,90604,278618,3.075118096,155.6508602,75.23042478,0.483328037,144,420,2.916666667
Karnataka,RAICHUR,16.0547194,76.9003647,1999,Rabi       ,25.33,Black,7.64,16.2,,,,3174,1473,0.464083176,,,
Karnataka,RAICHUR,16.0547194,76.9003647,1999,Summer     ,30.34,Black,7.64,59.56,57121,180417,3.158505628,3441.279854,1663.267038,0.483328037,11,20,1.818181818
Karnataka,RAICHUR,16.0547194,76.9003647,2000,Kharif     ,25.93,Black,7.64,570.76,90009,294349,3.270217423,367.1705456,177.4638191,0.483328037,188,622,3.308510638
Karnataka,RAICHUR,16.0547194,76.9003647,2000,Rabi       ,25.31,Black,7.64,28.46,,,,3566,2045,0.573471677,,,
Karnataka,RAICHUR,16.0547194,76.9003647,2000,Summer     ,30.68,Black,7.64,54.42,51537,151023,2.930380115,2712.382538,1310.970529,0.483328037,,,
Karnataka,RAICHUR,16.0547194,76.9003647,2001,Kharif     ,26.69,Black,7.64,518.84,77825,245184,3.150452939,217.1130044,104.9368023,0.483328037,135,368,2.725925926
Karnataka,RAICHUR,16.0547194,76.9003647,2001,Rabi       ,25.38,Black,7.64,10.72,,,,3048,1231,0.403871391,,,
Karnataka,RAICHUR,16.0547194,76.9003647,2001,Summer     ,31.24,Black,7.64,42.16,43935,108088,2.460179811,2522.97321,1219.42369,0.483328037,,,
Karnataka,RAICHUR,16.0547194,76.9003647,2002,Kharif     ,27.42,Black,7.64,419.17,81970,271989,3.318152983,173.5813812,83.89674828,0.483328037,85,155,1.823529412
Karnataka,RAICHUR,16.0547194,76.9003647,2002,Rabi       ,25.55,Black,7.64,12.78,,,,3197,978,0.305911792,,,
Karnataka,RAICHUR,16.0547194,76.9003647,2002,Summer     ,31.24,Black,7.64,94.79,5954,13383,2.247732617,3156.177195,1525.468929,0.483328037,21,54,2.571428571
Karnataka,RAICHUR,16.0547194,76.9003647,2003,Kharif     ,27.56,Black,7.64,393.05,65710,172865,2.630725917,294.3353885,142.2605457,0.483328037,397,1268,3.19395466
Karnataka,RAICHUR,16.0547194,76.9003647,2003,Rabi       ,25.87,Black,7.64,32.49,7058,20920,2.964012468,2584,587,0.227167183,36,67,1.861111111
Karnataka,RAICHUR,16.0547194,76.9003647,2003,Summer     ,32.56,Black,7.64,29.14,6234,18738,3.005774783,2341.107051,1131.522676,0.483328037,53,133,2.509433962
Karnataka,RAICHUR,16.0547194,76.9003647,2004,Kharif     ,26.53,Black,7.64,383.64,89833,240662.61,2.679000033,312.8132021,151.191391,0.483328037,385,1311,3.405194805
Karnataka,RAICHUR,16.0547194,76.9003647,2004,Rabi       ,25.51,Black,7.64,18.1,555,1872,3.372972973,2746,756,0.275309541,,,
Karnataka,RAICHUR,16.0547194,76.9003647,2004,Summer     ,29.47,Black,7.64,166.55,17602,53376,3.032382684,3586.437457,1733.425777,0.483328037,48,147,3.0625
Karnataka,RAICHUR,16.0547194,76.9003647,2005,Kharif     ,25.87,Black,7.64,746.8,100632,273862,2.721420622,173.368165,83.79369491,0.483328037,355,1285,3.61971831
Karnataka,RAICHUR,16.0547194,76.9003647,2005,Rabi       ,24.74,Black,7.64,21.05,,,,2825,1041,0.368495575,,,
Karnataka,RAICHUR,16.0547194,76.9003647,2005,Summer     ,30.18,Black,7.64,136.99,77553,155308,2.00260467,2716.115998,1312.775015,0.483328037,344,1063,3.090116279
Karnataka,RAICHUR,16.0547194,76.9003647,2006,Kharif     ,26.43,Black,7.64,448.61,81530,285068,3.496479823,276.9229396,133.8446209,0.483328037,625,2278,3.6448
Karnataka,RAICHUR,16.0547194,76.9003647,2006,Rabi       ,24.63,Black,7.64,123.8,,,,4029,2214,0.549516009,40,126,3.15
Karnataka,RAICHUR,16.0547194,76.9003647,2006,Summer     ,30.83,Black,7.64,115.07,56238,130306,2.317045414,2228.618183,1077.153653,0.483328037,141,452,3.205673759
Karnataka,RAICHUR,16.0547194,76.9003647,2007,Kharif     ,25.69,Black,7.64,816.67,96323,286365,2.972965958,287.3466678,138.882701,0.483328037,606,1188,1.96039604
Karnataka,RAICHUR,16.0547194,76.9003647,2007,Rabi       ,25.1,Black,7.64,8.59,,,,3155,1908,0.604754358,369,1312,3.555555556
Karnataka,RAICHUR,16.0547194,76.9003647,2007,Summer     ,30.77,Black,7.64,88.46,63904,175509,2.746447797,2962.619792,1431.917209,0.483328037,193,623,3.227979275
Karnataka,RAICHUR,16.0547194,76.9003647,2008,Kharif     ,26.4,Black,7.64,461.48,94423,334587.9,3.543499995,183.1033213,88.4989689,0.483328037,438,1103,2.51826484
Karnataka,RAICHUR,16.0547194,76.9003647,2008,Rabi       ,24.69,Black,7.64,199.12,,,,1780,802,0.450561798,116,366,3.155172414
Karnataka,RAICHUR,16.0547194,76.9003647,2008,Summer     ,29.87,Black,7.64,57.44,70502,188205,2.669498738,2208.440052,1067.400996,0.483328037,198,623,3.146464646
Karnataka,RAICHUR,16.0547194,76.9003647,2009,Kharif     ,26.65,Black,7.64,489.39,96230,252315.06,2.622,377.8109347,182.6066176,0.483328037,475,662,1.393684211
Karnataka,RAICHUR,16.0547194,76.9003647,2009,Rabi       ,25.98,Black,7.64,44.23,,,,1798,941,0.523359288,109,287,2.633027523
Karnataka,RAICHUR,16.0547194,76.9003647,2009,Summer     ,30.94,Black,7.64,111.15,80210,240181,2.994402194,2470.271823,1193.951632,0.483328037,331,906,2.737160121
Karnataka,RAICHUR,16.0547194,76.9003647,2010,Kharif     ,26.63,Black,7.64,546.92,100297,309529,3.086124211,314.854365,152.1779423,0.483328037,358,1029,2.874301676
Karnataka,RAICHUR,16.0547194,76.9003647,2010,Rabi       ,25.9,Black,7.64,83.94,,,,2558,2112,0.825645035,339,999,2.946902655
Karnataka,RAICHUR,16.0547194,76.9003647,2010,Summer     ,32.17,Black,7.64,50.55,74459,212420,2.85284519,2997.375841,1448.715782,0.483328037,316,1075,3.401898734
Karnataka,RAICHUR,16.0547194,76.9003647,2011,Kharif     ,27.34,Black,7.64,297.42,105525,346950,3.287846482,373.0260474,180.2939473,0.483328037,329,1074,3.26443769
Karnataka,RAICHUR,16.0547194,76.9003647,2011,Rabi       ,25.73,Black,7.64,7.05,,,,2307,1294,0.560901604,199,642,3.226130653
Karnataka,RAICHUR,16.0547194,76.9003647,2011,Summer     ,30.92,Black,7.64,49.67,37175,108244,2.911741762,3186.435897,1540.093808,0.483328037,159,542,3.408805031
Karnataka,RAICHUR,16.0547194,76.9003647,2012,Kharif     ,27.41,Black,7.64,312.51,113989,354865,3.113151269,373.4175655,180.483179,0.483328037,141,311,2.205673759
Karnataka,RAICHUR,16.0547194,76.9003647,2012,Rabi       ,25.84,Black,7.64,53.68,,,,2332,1172,0.502572899,338,1023,3.026627219
Karnataka,RAICHUR,16.0547194,76.9003647,2012,Summer     ,31.68,Black,7.64,82.29,37718,115881,3.072299698,2994.771478,1447.457021,0.483328037,171,588,3.438596491
Karnataka,RAICHUR,16.0547194,76.9003647,2013,Kharif     ,26.29,Black,7.64,478.85,107557,347511,3.230947312,264.4712921,127.8263905,0.483328037,227,870,3.832599119
Karnataka,RAICHUR,16.0547194,76.9003647,2013,Rabi       ,25.37,Black,7.64,15.76,,,,1054,1047,0.993358634,103,315,3.058252427
Karnataka,RAICHUR,16.0547194,76.9003647,2013,Summer     ,30.93,Black,7.64,85.17,70799,225452,3.18439526,2607.617727,1260.334758,0.483328037,50,107,2.14
Karnataka,RAICHUR,16.0547194,76.9003647,2014,Kharif     ,27.12,Black,7.64,495.26,97935,320982,3.277500383,244.8537415,118.3446783,0.483328037,198,293,1.47979798
Karnataka,RAICHUR,16.0547194,76.9003647,2014,Rabi       ,24.78,Black,7.64,64.68,,,,656,589,0.897865854,118,399,3.381355932
Karnataka,RAICHUR,16.0547194,76.9003647,2014,Summer     ,31.46,Black,7.64,97.72,64645,171894,2.659045557,2649.110385,1280.389323,0.483328037,,,
Karnataka,RAMANAGARA,12.720006,77.3184199,2007,Kharif     ,23.52,Red,6.05,747.16,5784,15901,2.749135546,434.2548494,382.2985823,0.880355355,1669,12220,7.321749551
Karnataka,RAMANAGARA,12.720006,77.3184199,2007,Rabi       ,22.88,Red,6.05,105.64,,,,6585.664843,5797.725314,0.880355355,60,214,3.566666667
Karnataka,RAMANAGARA,12.720006,77.3184199,2007,Summer     ,26.87,Red,6.05,197.86,290,905,3.120689655,6442.768749,5671.925972,0.880355355,146,471,3.226027397
Karnataka,RAMANAGARA,12.720006,77.3184199,2008,Kharif     ,23.48,Red,6.05,762.41,6252,16531,2.644113884,368.8811763,324.746519,0.880355355,1754,5374,3.063854048
Karnataka,RAMANAGARA,12.720006,77.3184199,2008,Rabi       ,21.74,Red,6.05,227.64,,,,5969.473866,5255.258287,0.880355355,100,315,3.15
Karnataka,RAMANAGARA,12.720006,77.3184199,2008,Summer     ,26.5,Red,6.05,126.39,360,1130,3.138888889,7943.470448,6993.076749,0.880355355,146,459,3.143835616
Karnataka,RAMANAGARA,12.720006,77.3184199,2009,Kharif     ,23.8,Red,6.05,498.97,7446,21277,2.857507387,743.8363416,654.8403068,0.880355355,1646,6845,4.158566221
Karnataka,RAMANAGARA,12.720006,77.3184199,2009,Rabi       ,22.97,Red,6.05,113.11,,,,8168.125287,7190.852839,0.880355355,85,224,2.635294118
Karnataka,RAMANAGARA,12.720006,77.3184199,2009,Summer     ,26.97,Red,6.05,182.53,868,2738,3.15437788,7077.24131,6230.487289,0.880355355,262,717,2.736641221
Karnataka,RAMANAGARA,12.720006,77.3184199,2010,Kharif     ,23.66,Red,6.05,609.16,7884,19794,2.51065449,934.3855024,822.591281,0.880355355,1134,5367,4.732804233
Karnataka,RAMANAGARA,12.720006,77.3184199,2010,Rabi       ,23.72,Red,6.05,193.78,,,,8126.306612,7154.037546,0.880355355,200,589,2.945
Karnataka,RAMANAGARA,12.720006,77.3184199,2010,Summer     ,26.94,Red,6.05,190.69,589,1744,2.960950764,5237.277606,4610.665388,0.880355355,391,1330,3.401534527
Karnataka,RAMANAGARA,12.720006,77.3184199,2011,Kharif     ,24.23,Red,6.05,406.93,7230,19461,2.691701245,1019.208244,897.265436,0.880355355,1959,6797,3.469627361
Karnataka,RAMANAGARA,12.720006,77.3184199,2011,Rabi       ,22.59,Red,6.05,88.4,,,,4891.408854,4306.17798,0.880355355,131,482,3.679389313
Karnataka,RAMANAGARA,12.720006,77.3184199,2011,Summer     ,26.87,Red,6.05,163.01,467,802,1.717344754,7301.438528,6427.86051,0.880355355,299,1019,3.408026756
Karnataka,RAMANAGARA,12.720006,77.3184199,2012,Kharif     ,24.8,Red,6.05,380.11,6340,15407,2.430126183,891.897567,785.1867995,0.880355355,2988,10784,3.609103079
Karnataka,RAMANAGARA,12.720006,77.3184199,2012,Rabi       ,24.03,Red,6.05,38.55,,,,6204.491307,5462.15715,0.880355355,134,550,4.104477612
Karnataka,RAMANAGARA,12.720006,77.3184199,2012,Summer     ,27.65,Red,6.05,97.77,412,849,2.060679612,7308.608511,6434.172643,0.880355355,262,900,3.435114504
Karnataka,RAMANAGARA,12.720006,77.3184199,2013,Kharif     ,23.42,Red,6.05,592.82,5321,13931,2.618116895,594.9076524,523.7301377,0.880355355,4270,18323,4.291100703
Karnataka,RAMANAGARA,12.720006,77.3184199,2013,Rabi       ,23.68,Red,6.05,82.53,,,,5081.314181,4473.362152,0.880355355,104,391,3.759615385
Karnataka,RAMANAGARA,12.720006,77.3184199,2013,Summer     ,27.28,Red,6.05,150.57,431,799,1.853828306,4865.383227,4283.26618,0.880355355,304,986,3.243421053
Karnataka,RAMANAGARA,12.720006,77.3184199,2014,Kharif     ,24.42,Red,6.05,481.96,4617,10759,2.330301061,410.4845439,361.3722665,0.880355355,2084,8262,3.964491363
Karnataka,RAMANAGARA,12.720006,77.3184199,2014,Rabi       ,23.5,Red,6.05,29.32,2,5,2.5,5237.795243,4611.121092,0.880355355,114,467,4.096491228
Karnataka,RAMANAGARA,12.720006,77.3184199,2014,Summer     ,28.02,Red,6.05,107.17,605,1887,3.119008264,7359.616945,6479.078191,0.880355355,530,1729,3.262264151
Karnataka,SHIMOGA,14.0556503,75.2380553,1997,Kharif     ,23.99,Red,6.17,2841.82,162939,370499,2.27385095,0.410346092,0.273564062,0.666666667,55694,131489,2.360918591
Karnataka,SHIMOGA,14.0556503,75.2380553,1997,Rabi       ,23.5,Red,6.17,114.53,,,,255,60,0.235294118,2,4,2
Karnataka,SHIMOGA,14.0556503,75.2380553,1997,Summer     ,26.54,Red,6.17,33.13,38347,119344,3.112212168,3.89311192,2.595407947,0.666666667,6,13,2.166666667
Karnataka,SHIMOGA,14.0556503,75.2380553,1998,Kharif     ,23.91,Red,6.17,2536.7,136875,315137,2.302370776,0.47676859,0.317845727,0.666666667,8268,32073,3.879172714
Karnataka,SHIMOGA,14.0556503,75.2380553,1998,Rabi       ,23.16,Red,6.17,73.41,,,,4,2,0.5,1,2,2
Karnataka,SHIMOGA,14.0556503,75.2380553,1998,Summer     ,27.55,Red,6.17,75.56,21758,68480,3.147348102,2.840382729,1.893588486,0.666666667,26,59,2.269230769
Karnataka,SHIMOGA,14.0556503,75.2380553,1999,Kharif     ,23.65,Red,6.17,2257.82,138371,314020,2.269406162,0.308393393,0.205595595,0.666666667,13238,40172,3.034597371
Karnataka,SHIMOGA,14.0556503,75.2380553,1999,Rabi       ,22.97,Red,6.17,24.73,,,,9,6,0.666666667,63,129,2.047619048
Karnataka,SHIMOGA,14.0556503,75.2380553,1999,Summer     ,25.43,Red,6.17,313.08,22658,69311,3.059007856,4.665742555,3.110495037,0.666666667,389,711,1.827763496
Karnataka,SHIMOGA,14.0556503,75.2380553,2000,Kharif     ,23.58,Red,6.17,2033.93,135079,309306,2.289815589,0.563990843,0.375993895,0.666666667,18624,61571,3.306003007
Karnataka,SHIMOGA,14.0556503,75.2380553,2000,Rabi       ,22.69,Red,6.17,21.48,,,,2,3,1.5,,,
Karnataka,SHIMOGA,14.0556503,75.2380553,2000,Summer     ,25.86,Red,6.17,168.74,21285,61673,2.897486493,3.852007831,2.568005221,0.666666667,45,127,2.822222222
Karnataka,SHIMOGA,14.0556503,75.2380553,2001,Kharif     ,23.52,Red,6.17,2092.59,131783,197149,1.496012384,0.232593592,0.155062395,0.666666667,17497,49533,2.830942447
Karnataka,SHIMOGA,14.0556503,75.2380553,2001,Rabi       ,23.36,Red,6.17,51,,,,4.716948974,3.144632649,0.666666667,69,162,2.347826087
Karnataka,SHIMOGA,14.0556503,75.2380553,2001,Summer     ,25.85,Red,6.17,227.54,17038,47441,2.784423054,4.92440904,3.28293936,0.666666667,257,676,2.630350195
Karnataka,SHIMOGA,14.0556503,75.2380553,2002,Kharif     ,24.04,Red,6.17,1768.28,131561,195445,1.485584634,0.365464108,0.243642739,0.666666667,26170,95297,3.641459687
Karnataka,SHIMOGA,14.0556503,75.2380553,2002,Rabi       ,23.43,Red,6.17,23.78,,,,3.384052609,2.256035073,0.666666667,9,22,2.444444444
Karnataka,SHIMOGA,14.0556503,75.2380553,2002,Summer     ,26.64,Red,6.17,126.02,7472,19038,2.547912206,2.905532004,1.937021336,0.666666667,500,1278,2.556
Karnataka,SHIMOGA,14.0556503,75.2380553,2003,Kharif     ,24.22,Red,6.17,1972.53,113986,217783,1.91061183,0.436433129,0.290955419,0.666666667,48313,142715,2.953966841
Karnataka,SHIMOGA,14.0556503,75.2380553,2003,Rabi       ,23.7,Red,6.17,32.98,5,15,3,4.983686777,3.322457852,0.666666667,34,78,2.294117647
Karnataka,SHIMOGA,14.0556503,75.2380553,2003,Summer     ,27.3,Red,6.17,52.35,6262,24164,3.858831044,4.426931261,2.951287507,0.666666667,299,753,2.518394649
Karnataka,SHIMOGA,14.0556503,75.2380553,2004,Kharif     ,23.72,Red,6.17,1897.58,114078,249260.43,2.185,0.326899439,0.217932959,0.666666667,59981,220658,3.678798286
Karnataka,SHIMOGA,14.0556503,75.2380553,2004,Rabi       ,23.5,Red,6.17,52.6,,,,4.342931978,2.895287986,0.666666667,4,12,3
Karnataka,SHIMOGA,14.0556503,75.2380553,2004,Summer     ,25.91,Red,6.17,437.78,14045,64219,4.572374511,4.796964178,3.197976119,0.666666667,155,474,3.058064516
Karnataka,SHIMOGA,14.0556503,75.2380553,2005,Kharif     ,24.03,Red,6.17,2570.14,116186,275507,2.371258155,0.390332024,0.260221349,0.666666667,60039,160869,2.679408385
Karnataka,SHIMOGA,14.0556503,75.2380553,2005,Rabi       ,23.32,Red,6.17,38.37,,,,4.767396376,3.178264251,0.666666667,10,36,3.6
Karnataka,SHIMOGA,14.0556503,75.2380553,2005,Summer     ,26.68,Red,6.17,117.28,17408,57617,3.309800092,3.740583224,2.493722149,0.666666667,224,479,2.138392857
Karnataka,SHIMOGA,14.0556503,75.2380553,2006,Kharif     ,23.87,Red,6.17,2240.02,117493,267405,2.275922821,0.339402271,0.226268181,0.666666667,57437,179506,3.125267685
Karnataka,SHIMOGA,14.0556503,75.2380553,2006,Rabi       ,22.88,Red,6.17,107.45,,,,4.199172702,2.799448468,0.666666667,22,69,3.136363636
Karnataka,SHIMOGA,14.0556503,75.2380553,2006,Summer     ,26.37,Red,6.17,334.53,15189,47313,3.11495161,3.915247402,2.610164935,0.666666667,1089,3490,3.204775023
Karnataka,SHIMOGA,14.0556503,75.2380553,2007,Kharif     ,23.85,Red,6.17,2948.91,114973,279602,2.431892705,0.590844768,0.393896512,0.666666667,54816,119668,2.183085231
Karnataka,SHIMOGA,14.0556503,75.2380553,2007,Rabi       ,22.76,Red,6.17,42.05,,,,4.039334616,2.692889744,0.666666667,19,68,3.578947368
Karnataka,SHIMOGA,14.0556503,75.2380553,2007,Summer     ,26.38,Red,6.17,152.19,15004,44260,2.949880032,3.724412869,2.482941913,0.666666667,979,3617,3.694586313
Karnataka,SHIMOGA,14.0556503,75.2380553,2008,Kharif     ,23.96,Red,6.17,2017.6,114629,267887.97,2.336999974,0.357973417,0.238648945,0.666666667,54225,203967,3.761493776
Karnataka,SHIMOGA,14.0556503,75.2380553,2008,Rabi       ,22.7,Red,6.17,210.19,,,,4.115055881,2.743370588,0.666666667,120,378,3.15
Karnataka,SHIMOGA,14.0556503,75.2380553,2008,Summer     ,25.93,Red,6.17,84.36,16441,52677,3.20400219,3.651788891,2.434525927,0.666666667,2172,8138,3.746777164
Karnataka,SHIMOGA,14.0556503,75.2380553,2009,Kharif     ,23.94,Red,6.17,2606.48,115124,265763.75,2.308499965,0.489162641,0.326108427,0.666666667,66719,191274,2.866859515
Karnataka,SHIMOGA,14.0556503,75.2380553,2009,Rabi       ,23.93,Red,6.17,201.43,,,,3.713591026,2.475727351,0.666666667,416,1096,2.634615385
Karnataka,SHIMOGA,14.0556503,75.2380553,2009,Summer     ,26.43,Red,6.17,159.3,18135,54388,2.999062586,3.721946528,2.481297685,0.666666667,2346,7562,3.223358909
Karnataka,SHIMOGA,14.0556503,75.2380553,2010,Kharif     ,24.06,Red,6.17,3022.3,112819,307516,2.72574655,0.4467893,0.297859533,0.666666667,60120,256876,4.272721224
Karnataka,SHIMOGA,14.0556503,75.2380553,2010,Rabi       ,23.41,Red,6.17,263.72,,,,2,3,1.5,269,1158,4.304832714
Karnataka,SHIMOGA,14.0556503,75.2380553,2010,Summer     ,26.46,Red,6.17,132.74,19575,67802,3.463703704,2.946032494,1.964021663,0.666666667,3345,15965,4.772795217
Karnataka,SHIMOGA,14.0556503,75.2380553,2011,Kharif     ,23.88,Red,6.17,2577.21,111399,324594,2.913796354,0.462141967,0.308094645,0.666666667,57418,241810,4.211397123
Karnataka,SHIMOGA,14.0556503,75.2380553,2011,Rabi       ,22.51,Red,6.17,43.22,,,,4.011933321,2.674622214,0.666666667,976,4598,4.711065574
Karnataka,SHIMOGA,14.0556503,75.2380553,2011,Summer     ,25.84,Red,6.17,148.63,17580,60060,3.416382253,3.887262674,2.59150845,0.666666667,4623,22012,4.76141034
Karnataka,SHIMOGA,14.0556503,75.2380553,2012,Kharif     ,23.9,Red,6.17,2305.24,107987,279757,2.590654431,0.487701196,0.325134131,0.666666667,63635,260977,4.101155025
Karnataka,SHIMOGA,14.0556503,75.2380553,2012,Rabi       ,23.48,Red,6.17,96.56,,,,4.619813877,3.079875918,0.666666667,476,1975,4.149159664
Karnataka,SHIMOGA,14.0556503,75.2380553,2012,Summer     ,26.4,Red,6.17,74.51,15324,49147,3.207191334,4.831026072,3.220684048,0.666666667,5416,24285,4.483936484
Karnataka,SHIMOGA,14.0556503,75.2380553,2013,Kharif     ,23.59,Red,6.17,2645.87,108268,326666,3.017198064,0.349921248,0.233280832,0.666666667,60228,169247,2.810104935
Karnataka,SHIMOGA,14.0556503,75.2380553,2013,Rabi       ,23.44,Red,6.17,63.99,,,,3.584890461,2.389926974,0.666666667,397,1885,4.748110831
Karnataka,SHIMOGA,14.0556503,75.2380553,2013,Summer     ,26.23,Red,6.17,155.39,16354,54144,3.310749664,4.514421044,3.009614029,0.666666667,4812,20210,4.199916874
